Postcode,Market Name,Market,PMA,SMA,Si / Do,Gu / Gun,Dong,"Province
Si / Do English","District
Gu / Gun English","Neighbourhood
Dong English","Market size Lv.1
KRW, IMM24","PPI_Household 
 IMM24","Households
CY25 Jun","Population
CY25 Jun"
03644,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 400,909,302 ", 90.1 ,500,1381
03645,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 284,516,279 ", 73.0 ,438,929
03646,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 381,510,465 ", 70.6 ,607,1232
03647,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 465,572,093 ", 89.1 ,587,1459
03648,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 1,056,589,999 ", 87.1 ,1361,3408
03649,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 372,457,674 ", 82.0 ,510,1186
03650,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 858,721,860 ", 76.7 ,1256,2786
03651,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 902,692,558 ", 79.3 ,1277,2867
03652,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 280,636,511 ", 86.6 ,364,908
03653,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 148,724,419 ", 82.3 ,203,475
03654,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 430,654,186 ", 87.0 ,556,1439
03655,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 283,223,023 ", 75.9 ,419,919
03656,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 283,223,023 ", 79.3 ,401,915
03657,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 535,407,907 ", 91.1 ,660,1758
03658,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 241,838,837 ", 83.3 ,326,803
03659,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 633,695,348 ", 78.0 ,912,2019
03660,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 306,501,628 ", 74.4 ,463,983
03661,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 430,654,186 ", 71.0 ,681,1381
03662,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 492,730,465 ", 62.3 ,887,1594
03663,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 549,633,721 ", 72.1 ,856,1758
03664,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongeun-dong," 594,897,674 ", 73.6 ,907,1900
03665,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 497,903,488 ", 63.4 ,882,1625
03666,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 428,067,674 ", 64.5 ,746,1387
03667,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 543,167,442 ", 79.8 ,765,1718
03668,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 918,211,627 ", 80.7 ,1277,2894
03669,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 603,950,465 ", 78.5 ,864,1892
03670,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 1,171,689,767 ", 95.5 ,1377,3884
03671,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 1,069,522,558 ", 82.2 ,1460,3455
03672,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 741,035,581 ", 63.3 ,1314,2392
03673,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 663,440,232 ", 62.8 ,1186,2099
03674,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 115,099,767 ", 71.4 ,181,377
03675,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 500,490,000 ", 63.2 ,889,1592
03676,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 686,718,837 ", 75.8 ,1016,2200
03677,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 404,789,070 ", 75.3 ,604,1299
03678,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 757,847,907 ", 73.8 ,1153,2417
03679,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 437,120,465 ", 76.7 ,640,1436
03680,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 794,059,069 ", 78.4 ,1136,2528
03681,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 381,510,465 ", 80.4 ,533,1239
03682,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 384,096,977 ", 78.9 ,547,1208
03683,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 412,548,604 ", 74.3 ,624,1323
03684,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 486,264,186 ", 80.7 ,677,1534
03685,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 550,926,976 ", 74.7 ,828,1751
03686,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 1,249,285,116 ", 87.6 ,1601,4117
03687,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 950,543,023 ", 88.9 ,1200,3270
03689,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 742,328,837 ", 91.7 ,908,2491
03690,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 1,498,883,488 ", 86.7 ,1942,5037
03691,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 557,393,255 ", 81.9 ,764,1850
03692,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 444,880,000 ", 67.3 ,743,1467
03693,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 417,721,628 ", 64.4 ,729,1387
03694,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 442,293,488 ", 63.0 ,788,1456
03695,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 832,856,744 ", 81.5 ,1147,2683
03696,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 623,349,302 ", 76.8 ,911,2003
03697,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 283,223,023 ", 66.4 ,479,942
03698,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 403,495,814 ", 64.7 ,701,1345
03699,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 175,882,791 ", 58.6 ,337,552
03700,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 525,061,860 ", 71.3 ,827,1668
03701,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 275,463,488 ", 75.8 ,408,887
03702,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 450,053,023 ", 68.0 ,743,1478
03703,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 174,589,535 ", 62.9 ,312,591
03704,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 174,589,535 ", 73.2 ,268,563
03705,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 232,786,046 ", 67.9 ,385,727
03706,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 395,736,279 ", 70.6 ,630,1269
03707,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 272,876,977 ", 75.5 ,406,949
03708,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 248,305,116 ", 55.0 ,507,759
03709,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 2,066,622,790 ", 92.6 ,2504,6984
03710,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 1,725,203,255 ", 83.7 ,2313,5972
03711,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 2,228,279,766 ", 95.2 ,2627,7913
03712,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 451,346,279 ", 66.4 ,763,1537
03713,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 491,437,209 ", 81.2 ,680,1583
03714,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 1,178,156,046 ", 80.0 ,1654,3861
03715,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 298,742,093 ", 90.9 ,369,985
03716,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 580,671,860 ", 60.6 ,1075,1820
03717,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 239,252,325 ", 81.7 ,329,772
03718,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 324,607,209 ", 83.8 ,435,1050
03719,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 770,780,465 ", 95.0 ,910,2534
03720,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 334,953,256 ", 72.9 ,516,1078
03721,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Bongwon-dong," 741,035,581 ", 51.4 ,1619,2509
03722,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Sinchon-dong," 89,234,651 ", 64.7 ,155,301
03723,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 378,923,953 ", 72.1 ,590,1228
03724,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 571,619,069 ", 56.0 ,1146,1739
03725,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 685,425,581 ", 56.8 ,1355,2163
03726,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 817,337,674 ", 52.2 ,1759,2523
03727,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 615,589,767 ", 49.9 ,1386,1954
03728,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 417,721,628 ", 79.9 ,587,1357
03729,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 816,044,418 ", 85.1 ,1076,2651
03730,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 1,458,792,557 ", 88.3 ,1854,4749
03731,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hongje-dong," 516,009,069 ", 77.2 ,751,1668
03732,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hyeonjeo-dong," 320,727,442 ", 93.6 ,385,1018
03733,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hyeonjeo-dong," 1,410,942,092 ", 81.4 ,1947,4616
03734,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeongcheon-dong," 227,613,023 ", 59.2 ,432,711
03735,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Naengcheon-dong," 172,003,023 ", 69.5 ,278,539
03736,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???2?,Seoul,Seodaemun-gu,Chungjeongno 2(i)-ga," 221,146,744 ", 55.0 ,452,707
03737,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???2?,Seoul,Seodaemun-gu,Chungjeongno 3(sam)-ga," 539,287,674 ", 57.6 ,1051,1753
03738,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Migeun-dong," 31,038,140 ", 67.0 ,52,99
03739,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Migeun-dong," 98,287,442 ", 67.3 ,164,313
03740,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Migeun-dong," 103,460,465 ", 68.0 ,171,326
03741,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Hap-dong," 572,912,325 ", 65.8 ,978,1699
03742,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???3?,Seoul,Seodaemun-gu,Chungjeongno 3(sam)-ga," 82,768,372 ", 61.6 ,151,244
03743,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Okcheon-dong," 1,674,766,278 ", 92.5 ,2033,5471
03744,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Okcheon-dong," 408,668,837 ", 63.7 ,721,1342
03745,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Cheonyeon-dong," 799,232,093 ", 73.3 ,1224,2666
03746,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Naengcheon-dong," 951,836,279 ", 83.3 ,1284,3081
03747,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 882,000,465 ", 81.6 ,1213,2902
03748,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 528,941,628 ", 74.0 ,803,1693
03749,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 469,451,860 ", 73.9 ,714,1496
03750,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 391,856,511 ", 67.7 ,650,1256
03751,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Chungjeongno 3(sam)-ga," 446,173,256 ", 73.4 ,683,1416
03752,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???2?,Seoul,Seodaemun-gu,Chungjeongno 3(sam)-ga," 248,305,116 ", 78.6 ,355,765
03753,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 297,448,837 ", 63.9 ,523,920
03754,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 455,226,046 ", 68.7 ,744,1414
03755,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 386,683,488 ", 78.8 ,551,1239
03756,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 271,583,721 ", 62.6 ,487,847
03757,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 210,800,698 ", 62.5 ,379,659
03758,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 134,498,605 ", 62.4 ,242,427
03759,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Sinchon-dong," 117,686,279 ", 54.6 ,242,395
03760,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daehyeon-dong," 80,181,860 ", 76.3 ,118,283
03761,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 346,592,558 ", 85.4 ,456,1167
03762,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 438,413,721 ", 77.1 ,639,1471
03763,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 580,671,860 ", 88.3 ,739,1922
03764,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daehyeon-dong," 738,449,069 ", 82.6 ,1003,2462
03765,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daesin-dong," 116,393,023 ", 41.9 ,312,385
03766,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daehyeon-dong," 799,232,093 ", 40.1 ,2238,2711
03767,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daehyeon-dong," 227,613,023 ", 43.9 ,582,749
03768,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 571,619,069 ", 90.4 ,710,1888
03769,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 1,308,774,883 ", 86.2 ,1705,4251
03770,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 435,827,209 ", 85.7 ,571,1445
03771,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 385,390,232 ", 82.3 ,526,1286
03772,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 262,530,930 ", 85.2 ,346,855
03773,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 583,258,372 ", 84.5 ,775,1868
03774,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bugahyeon-dong," 58,196,512 ", 54.0 ,121,188
03776,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 115,099,767 ", 47.4 ,273,364
03777,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 217,266,977 ", 46.0 ,530,710
03778,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 417,721,628 ", 46.2 ,1015,1356
03779,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 76,302,093 ", 49.0 ,175,228
03780,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Daehyeon-dong," 262,530,930 ", 44.4 ,664,818
03781,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Yeonhui-dong," 685,425,581 ", 78.0 ,986,2127
03782,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 450,053,023 ", 49.1 ,1028,1412
03783,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 556,100,000 ", 56.0 ,1115,1719
03784,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 452,639,535 ", 56.5 ,899,1505
03785,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 333,660,000 ", 53.5 ,700,1027
03786,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 125,445,814 ", 47.6 ,296,400
03787,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 192,695,116 ", 44.2 ,490,623
03788,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 203,041,163 ", 47.6 ,479,631
03789,IKEA Seoul - Goyang,STO522,STO522,,?????,????,???,Seoul,Seodaemun-gu,Changcheon-dong," 139,671,628 ", 46.3 ,339,430
03790,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Bukgajwa-dong," 1,720,030,232 ", 95.0 ,2032,5794
03791,IKEA Seoul - Goyang,STO522,STO522,,?????,????,????,Seoul,Seodaemun-gu,Namgajwa-dong," 1,554,493,487 ", 95.0 ,1837,5130
03900,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 3,879,767 ", 27.2 ,15,28
03901,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong, -   , 100.0 ,1,4
03902,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 1,789,866,045 ", 123.0 ,1573,3395
03903,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 1,090,214,651 ", 163.3 ,722,2253
03904,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 698,358,139 ", 169.1 ,446,1374
03905,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 478,504,651 ", 97.7 ,529,1625
03906,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 433,240,697 ", 58.0 ,807,1916
03907,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 1,160,050,464 ", 161.5 ,776,2268
03908,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 23,278,605 ", 137.6 ,18,43
03909,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 67,249,302 ", 139.9 ,52,122
03910,IKEA Seoul - Goyang,STO522,STO522,,No longer exists,No longer exists,No longer exists,No longer exists,No longer exists,Sangam-dong," 42,677,442 ", 141.0 ,33,76
03911,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 1,136,771,860 ", 151.3 ,812,2256
03912,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 945,369,999 ", 145.7 ,701,1790
03913,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 913,038,604 ", 119.3 ,827,1773
03914,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Seongsan-dong," 547,047,209 ", 120.2 ,492,1023
03915,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 481,091,163 ", 148.1 ,351,1086
03916,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 865,188,139 ", 156.2 ,598,1797
03917,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 223,733,256 ", 68.5 ,353,377
03918,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 1,295,842,325 ", 122.1 ,1147,2982
03919,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 55,610,000 ", 73.5 ,82,98
03920,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 162,950,232 ", 73.5 ,240,288
03921,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 40,090,930 ", 71.5 ,61,71
03922,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 36,211,163 ", 74.0 ,53,62
03923,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 32,331,395 ", 72.6 ,48,56
03924,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 42,677,442 ", 74.9 ,62,72
03925,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 104,753,721 ", 71.7 ,158,187
03926,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 50,436,977 ", 72.6 ,75,90
03927,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 442,293,488 ", 102.4 ,467,820
03928,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 93,114,419 ", 75.2 ,134,163
03929,IKEA Seoul - Goyang,STO522,STO522,,?????,???,???,Seoul,Mapo-gu,Sangam-dong," 47,850,465 ", 103.4 ,50,88
