Postcode,Market Name,Market,PMA,SMA,Si / Do,Gu / Gun,Dong,"Province
Si / Do English","District
Gu / Gun English","Neighbourhood
Dong English","Market size Lv.1
KRW, IMM24","PPI_Household 
 IMM24","Households
CY25 Jun","Population
CY25 Jun"
01000,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 42,677,442 ", 23.7 ,188,410
01001,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 108,633,488 ", 26.7 ,426,1001
01002,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 226,319,767 ", 25.8 ,919,2085
01003,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 152,604,186 ", 21.9 ,728,1436
01004,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 115,099,767 ", 23.8 ,507,1047
01005,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 125,445,814 ", 24.5 ,536,1175
01006,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 181,055,814 ", 24.3 ,779,1679
01007,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 36,211,163 ", 26.9 ,141,338
01008,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Ui-dong," 36,211,163 ", 26.2 ,144,342
01009,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 86,648,139 ", 24.2 ,375,841
01010,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 65,956,046 ", 20.9 ,331,647
01011,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 55,610,000 ", 20.9 ,279,528
01012,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 24,571,860 ", 23.6 ,109,258
01013,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 3,879,767 ", 31.1 ,13,33
01014,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 218,560,232 ", 27.4 ,835,2007
01015,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 118,979,535 ", 25.8 ,483,1136
01016,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 128,032,326 ", 24.5 ,547,1196
01017,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 23,278,605 ", 24.9 ,98,215
01018,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 28,451,628 ", 25.8 ,116,272
01019,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 103,460,465 ", 26.9 ,402,973
01020,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 142,258,139 ", 21.9 ,679,1311
01021,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 68,542,558 ", 22.1 ,324,632
01022,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 155,190,698 ", 25.8 ,629,1439
01023,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 162,950,232 ", 25.8 ,661,1479
01024,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 208,214,186 ", 25.0 ,870,1914
01025,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 33,624,651 ", 30.2 ,116,299
01026,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 113,806,512 ", 23.9 ,498,1031
01027,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 134,498,605 ", 26.6 ,528,1229
01028,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 181,055,814 ", 27.6 ,688,1640
01029,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 148,724,419 ", 25.5 ,610,1326
01030,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 138,378,372 ", 23.6 ,613,1315
01031,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 174,589,535 ", 25.0 ,732,1637
01032,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 146,137,907 ", 28.4 ,538,1444
01033,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 113,806,512 ", 25.3 ,471,1057
01034,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 72,422,326 ", 24.6 ,308,677
01035,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 86,648,139 ", 23.7 ,382,805
01036,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 84,061,628 ", 26.7 ,330,785
01037,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 69,835,814 ", 21.7 ,336,633
01038,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 95,700,930 ", 22.5 ,444,893
01039,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 69,835,814 ", 24.3 ,301,635
01040,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 195,281,628 ", 24.8 ,825,1858
01041,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 104,753,721 ", 24.8 ,443,959
01042,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 425,481,163 ", 28.3 ,1572,4088
01043,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 103,460,465 ", 23.3 ,464,930
01044,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 199,161,395 ", 21.8 ,958,1807
01045,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 227,613,023 ", 25.0 ,953,2056
01046,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 62,076,279 ", 24.4 ,266,572
01047,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 200,454,651 ", 26.1 ,804,1812
01048,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 162,950,232 ", 24.2 ,704,1488
01049,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 115,099,767 ", 24.5 ,491,1034
01050,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 152,604,186 ", 23.9 ,668,1368
01051,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 200,454,651 ", 21.9 ,956,1783
01052,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 128,032,326 ", 22.0 ,610,1126
01053,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 186,228,837 ", 21.5 ,905,1605
01054,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 184,935,581 ", 19.1 ,1014,1573
01055,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 168,123,256 ", 21.6 ,815,1420
01056,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 181,055,814 ", 23.7 ,799,1594
01057,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 168,123,256 ", 21.1 ,833,1469
01058,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 168,123,256 ", 21.1 ,833,1510
01059,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 179,762,558 ", 24.5 ,769,1609
01060,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 177,176,046 ", 22.9 ,809,1577
01061,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 104,753,721 ", 22.3 ,491,951
01062,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 60,783,023 ", 18.0 ,353,475
01063,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 75,008,837 ", 21.0 ,374,616
01064,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 166,830,000 ", 19.1 ,914,1465
01065,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 129,325,581 ", 21.1 ,643,1121
01066,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 118,979,535 ", 20.7 ,601,1035
01067,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 100,873,953 ", 29.7 ,356,902
01068,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 62,076,279 ", 23.3 ,279,542
01069,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 100,873,953 ", 21.1 ,501,852
01070,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 104,753,721 ", 19.5 ,563,954
01071,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 51,730,233 ", 20.2 ,267,446
01072,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 142,258,139 ", 19.6 ,759,1226
01073,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 60,783,023 ", 17.1 ,373,522
01074,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 27,158,372 ", 19.9 ,143,246
01075,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 165,536,744 ", 23.5 ,736,1512
01076,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 284,516,279 ", 22.6 ,1315,2521
01077,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 89,234,651 ", 21.7 ,429,792
01078,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 157,777,209 ", 22.6 ,730,1371
01079,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 323,313,953 ", 23.3 ,1450,2938
01080,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 184,935,581 ", 22.8 ,850,1591
01081,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 128,032,326 ", 21.0 ,637,1146
01082,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 113,806,512 ", 24.2 ,493,1051
01083,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 155,190,698 ", 25.4 ,639,1395
01084,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 90,527,907 ", 23.8 ,399,843
01085,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 51,730,233 ", 25.7 ,211,458
01086,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 51,730,233 ", 24.7 ,219,475
01087,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 37,504,419 ", 24.1 ,163,347
01088,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 46,557,209 ", 24.3 ,200,415
01089,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 55,610,000 ", 23.4 ,249,512
01090,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 85,354,884 ", 24.5 ,365,778
01091,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 56,903,256 ", 25.3 ,236,514
01092,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 69,835,814 ", 24.9 ,293,639
01093,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 118,979,535 ", 24.5 ,508,1080
01094,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 69,835,814 ", 22.9 ,319,645
01095,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 165,536,744 ", 23.0 ,754,1523
01096,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 138,378,372 ", 26.4 ,549,1266
01097,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 124,152,558 ", 25.2 ,516,1104
01098,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 124,152,558 ", 24.6 ,527,1159
01099,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 80,181,860 ", 26.2 ,320,721
01100,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 184,935,581 ", 26.8 ,722,1689
01101,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 137,085,116 ", 24.4 ,589,1235
01102,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 67,249,302 ", 23.9 ,294,628
01103,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 143,551,395 ", 24.4 ,617,1319
01104,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 75,008,837 ", 25.5 ,307,659
01105,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 81,475,116 ", 22.7 ,376,750
01106,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 120,272,791 ", 25.7 ,489,1078
01107,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 128,032,326 ", 26.1 ,513,1139
01108,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 104,753,721 ", 26.1 ,419,945
01109,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 72,422,326 ", 25.2 ,301,661
01110,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 23,278,605 ", 21.3 ,115,214
01111,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 90,527,907 ", 22.7 ,416,836
01112,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 147,431,163 ", 21.9 ,703,1359
01113,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 62,076,279 ", 17.5 ,371,497
01114,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 162,950,232 ", 17.8 ,956,1471
01115,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 142,258,139 ", 23.9 ,622,1291
01116,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 115,099,767 ", 23.9 ,505,1059
01117,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Suyu-dong," 68,542,558 ", 22.1 ,324,623
01118,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 108,633,488 ", 22.5 ,505,969
01119,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 152,604,186 ", 21.7 ,735,1371
01120,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 160,363,721 ", 25.1 ,669,1468
01121,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 94,407,674 ", 22.0 ,449,864
01122,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 90,527,907 ", 29.1 ,325,862
01123,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 23,278,605 ", 21.6 ,113,218
01124,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 112,513,256 ", 21.9 ,538,1007
01125,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 183,642,325 ", 21.5 ,895,1663
01126,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 135,791,860 ", 21.4 ,665,1228
01127,IKEA Seoul - Gangdong,STO726,STO726,,No longer exists,No longer exists,No longer exists,No longer exists,No longer exists,Mia-dong," 32,331,395 ", 21.0 ,161,294
01128,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 109,926,744 ", 14.5 ,796,997
01129,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 138,378,372 ", 21.3 ,680,1233
01130,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 62,076,279 ", 23.1 ,282,566
01131,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 85,354,884 ", 20.7 ,431,766
01132,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 213,387,209 ", 22.2 ,1004,1987
01133,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 147,431,163 ", 28.8 ,537,1355
01134,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 142,258,139 ", 24.7 ,602,1251
01135,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 65,956,046 ", 24.6 ,280,585
01136,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 177,176,046 ", 23.0 ,806,1599
01137,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 241,838,837 ", 19.9 ,1272,2286
01138,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 18,105,581 ", 19.7 ,96,173
01139,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 118,979,535 ", 24.0 ,519,1080
01140,IKEA Seoul - Gangdong,STO726,STO726,,No longer exists,No longer exists,No longer exists,No longer exists,No longer exists,Mia-dong," 3,879,767 ", 24.2 ,17,40
01141,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 152,604,186 ", 27.4 ,582,1413
01142,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 183,642,325 ", 20.8 ,922,1687
01143,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 41,384,186 ", 25.0 ,173,357
01144,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 165,536,744 ", 29.6 ,586,1496
01145,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 240,545,581 ", 26.0 ,969,2252
01146,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 86,648,139 ", 24.2 ,375,803
01147,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 117,686,279 ", 22.6 ,545,1050
01148,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 117,686,279 ", 22.0 ,560,1074
01149,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 84,061,628 ", 22.1 ,399,767
01150,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 129,325,581 ", 24.0 ,564,1179
01151,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,??,Seoul,Gangbuk-gu,Beon-dong," 46,557,209 ", 30.9 ,157,400
01152,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 124,152,558 ", 24.1 ,538,1161
01153,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 146,137,907 ", 23.1 ,661,1345
01154,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 78,888,605 ", 24.8 ,334,720
01155,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 322,020,697 ", 29.6 ,1138,2944
01156,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 46,557,209 ", 25.6 ,190,420
01157,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 188,815,349 ", 24.0 ,824,1678
01158,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 85,354,884 ", 29.8 ,300,752
01159,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 99,580,698 ", 26.8 ,389,891
01160,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 67,249,302 ", 23.9 ,294,590
01161,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 89,234,651 ", 23.8 ,392,788
01162,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 122,859,302 ", 24.0 ,537,1088
01163,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 152,604,186 ", 24.5 ,653,1369
01164,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 96,994,186 ", 23.1 ,440,880
01165,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 98,287,442 ", 22.7 ,454,888
01166,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 55,610,000 ", 47.3 ,123,473
01167,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 94,407,674 ", 22.6 ,437,867
01168,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 183,642,325 ", 23.7 ,811,1659
01169,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 245,718,605 ", 22.9 ,1122,2183
01170,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 122,859,302 ", 21.0 ,611,1081
01171,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 90,527,907 ", 26.9 ,352,872
01172,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 169,416,512 ", 24.5 ,725,1509
01173,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 192,695,116 ", 22.8 ,885,1778
01174,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 140,964,884 ", 23.4 ,630,1268
01175,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 69,835,814 ", 24.4 ,300,630
01176,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 90,527,907 ", 25.2 ,376,783
01177,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 161,656,977 ", 24.4 ,693,1411
01178,IKEA Seoul - Gangdong,STO726,STO726,,?????,???,???,Seoul,Gangbuk-gu,Mia-dong," 188,815,349 ", 23.7 ,833,1686
